,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
1690,799,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,28-323,1996.0,14.0,11.0,977.0,10.9,1.0,15.0,3.0,20.0,1.38,0.28,0.07,0.33,23.7,0.0,0.0,0.0,1.2,1.2,0.08,-0.2,-0.2,403.0,525.0,76.8,6643.0,2556.0,204.0,236.0,86.4,150.0,194.0,77.3,37.0,62.0,59.7,0.0,1.9,2.0,-1.9,22.0,49.0,27.0,8.0,79.0,525.0,483.0,40.0,11.0,5.0,6.0,46.0,6.0,23.0,7.0,6.0,0.0,403.0,2.0,13.0,54.0,4.97,46.0,5.0,2.0,1.0,0.0,0.0,4.0,0.37,4.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,5.0,5.0,1.0,4.0,14.0,28.6,10.0,17.0,0.0,17.0,14.0,25.0,8.0,1.0,629.0,4.0,74.0,298.0,262.0,22.0,629.0,18.0,5.0,27.8,13.0,72.2,348.0,1381.0,638.0,16.0,18.0,4.0,12.0,10.0,413.0,60.0,2.0,0.0,0.0,9.0,5.0,1.0,46.0,14.0,7.0,0.0,0.0,0.0,53.0,14.0,9.0,60.9
1691,1049,Pablo Ibáñez,es ESP,MF,Osasuna,es La Liga,26-112,1998.0,14.0,4.0,537.0,6.0,0.0,10.0,2.0,20.0,1.68,0.34,0.0,0.0,18.4,0.0,0.0,0.0,1.2,1.2,0.12,-1.2,-1.2,140.0,196.0,71.4,2192.0,622.0,73.0,91.0,80.2,57.0,73.0,78.1,6.0,12.0,50.0,1.0,1.0,0.2,0.0,1.0,21.0,1.0,1.0,21.0,196.0,190.0,3.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,140.0,3.0,9.0,8.0,1.34,6.0,0.0,0.0,1.0,1.0,0.0,2.0,0.34,1.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,4.0,3.0,1.0,4.0,14.0,28.6,10.0,11.0,5.0,6.0,10.0,18.0,14.0,0.0,272.0,13.0,60.0,150.0,67.0,16.0,272.0,10.0,5.0,50.0,4.0,40.0,136.0,884.0,382.0,7.0,5.0,1.0,7.0,6.0,153.0,12.0,1.0,0.0,0.0,10.0,7.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,30.0,12.0,14.0,46.2
1692,1384,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27-182,1997.0,14.0,13.0,1096.0,12.2,0.0,4.0,1.0,25.0,0.33,0.08,0.0,0.0,17.5,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,351.0,506.0,69.4,6247.0,2671.0,170.0,194.0,87.6,131.0,177.0,74.0,45.0,106.0,42.5,1.0,3.0,1.8,-2.0,17.0,27.0,18.0,13.0,33.0,506.0,371.0,128.0,7.0,3.0,0.0,44.0,121.0,0.0,0.0,0.0,0.0,351.0,7.0,17.0,34.0,2.79,22.0,5.0,3.0,1.0,2.0,1.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,19.0,6.0,1.0,14.0,20.0,70.0,6.0,15.0,6.0,9.0,12.0,38.0,36.0,1.0,647.0,44.0,227.0,254.0,184.0,8.0,647.0,34.0,18.0,52.9,10.0,29.4,287.0,1617.0,799.0,19.0,19.0,5.0,24.0,9.0,309.0,53.0,2.0,0.0,0.0,8.0,18.0,0.0,44.0,12.0,15.0,0.0,0.0,0.0,47.0,8.0,9.0,47.1
1693,1434,Pablo Marí,es ESP,DF,Monza,it Serie A,31-132,1993.0,18.0,18.0,1583.0,17.6,0.0,2.0,0.0,0.0,0.11,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,971.0,1084.0,89.6,18770.0,6807.0,312.0,327.0,95.4,541.0,568.0,95.2,105.0,165.0,63.6,0.0,0.1,0.1,-0.1,3.0,48.0,0.0,0.0,57.0,1084.0,994.0,87.0,40.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,971.0,3.0,2.0,16.0,0.91,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,25.0,14.0,14.0,11.0,0.0,10.0,20.0,50.0,10.0,24.0,21.0,3.0,37.0,62.0,82.0,2.0,1263.0,225.0,736.0,518.0,12.0,5.0,1263.0,6.0,6.0,100.0,0.0,0.0,745.0,3334.0,1662.0,5.0,4.0,0.0,4.0,5.0,840.0,1.0,4.0,1.0,1.0,26.0,5.0,0.0,1.0,37.0,14.0,0.0,1.0,0.0,57.0,40.0,21.0,65.6
1694,1438,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21-191,2003.0,5.0,0.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,44.0,61.4,466.0,85.0,13.0,17.0,76.5,10.0,19.0,52.6,4.0,6.0,66.7,0.0,0.0,0.1,0.0,1.0,1.0,2.0,0.0,3.0,44.0,43.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,1.0,1.0,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,58.0,2.0,11.0,29.0,19.0,0.0,58.0,4.0,4.0,100.0,0.0,0.0,26.0,138.0,51.0,1.0,2.0,0.0,5.0,1.0,33.0,9.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,10.0,3.0,3.0,50.0
1695,1991,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,28-003,1997.0,16.0,13.0,1168.0,13.0,1.0,7.0,3.0,42.9,0.54,0.23,0.0,0.0,17.0,0.0,1.0,1.0,1.8,1.0,0.14,-0.8,-1.0,446.0,520.0,85.8,7742.0,2746.0,198.0,219.0,90.4,213.0,231.0,92.2,29.0,51.0,56.9,1.0,0.3,0.4,0.7,11.0,45.0,10.0,1.0,54.0,520.0,510.0,10.0,9.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,6.0,23.0,1.77,20.0,0.0,1.0,0.0,0.0,2.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,4.0,9.0,2.0,6.0,12.0,50.0,6.0,12.0,7.0,5.0,22.0,37.0,30.0,2.0,639.0,58.0,185.0,377.0,82.0,13.0,638.0,12.0,6.0,50.0,6.0,50.0,319.0,1618.0,950.0,10.0,8.0,2.0,10.0,9.0,452.0,12.0,2.0,1.0,0.0,16.0,7.0,0.0,2.0,22.0,9.0,0.0,0.0,0.0,35.0,15.0,11.0,57.7
1696,2075,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32-244,1992.0,6.0,2.0,197.0,2.2,1.0,4.0,4.0,100.0,1.83,1.83,0.25,0.25,19.1,0.0,0.0,0.0,1.4,1.4,0.36,-0.4,-0.4,71.0,113.0,62.8,1248.0,432.0,31.0,40.0,77.5,30.0,38.0,78.9,7.0,18.0,38.9,0.0,0.4,0.5,-0.4,3.0,10.0,5.0,0.0,14.0,113.0,91.0,18.0,5.0,1.0,0.0,13.0,4.0,7.0,6.0,1.0,0.0,71.0,4.0,5.0,6.0,2.74,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.46,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,1.0,3.0,5.0,60.0,2.0,4.0,0.0,4.0,2.0,7.0,2.0,1.0,143.0,2.0,15.0,74.0,54.0,9.0,143.0,7.0,4.0,57.1,2.0,28.6,76.0,340.0,183.0,6.0,2.0,0.0,6.0,2.0,92.0,16.0,1.0,0.0,0.0,2.0,4.0,3.0,13.0,2.0,3.0,0.0,0.0,0.0,8.0,1.0,4.0,20.0
1697,2310,Pablo Torre,es ESP,"MF,FW",Barcelona,es La Liga,21-282,2003.0,7.0,4.0,248.0,2.8,3.0,3.0,3.0,100.0,1.09,1.09,1.0,1.0,22.0,1.0,0.0,0.0,0.3,0.3,0.08,2.7,2.7,128.0,158.0,81.0,1913.0,475.0,65.0,73.0,89.0,48.0,54.0,88.9,8.0,16.0,50.0,1.0,0.5,0.9,0.5,5.0,10.0,4.0,1.0,15.0,158.0,144.0,13.0,3.0,1.0,0.0,9.0,0.0,8.0,6.0,0.0,0.0,128.0,1.0,2.0,13.0,4.74,11.0,1.0,0.0,0.0,1.0,0.0,2.0,0.73,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,1.0,182.0,4.0,18.0,80.0,85.0,7.0,182.0,5.0,2.0,40.0,3.0,60.0,93.0,382.0,168.0,5.0,7.0,0.0,4.0,4.0,140.0,15.0,0.0,0.0,0.0,4.0,6.0,1.0,9.0,1.0,4.0,0.0,0.0,0.0,9.0,1.0,6.0,14.3
1698,169,Papa Ba,es ESP,MF,Girona,es La Liga,20-120,2004.0,1.0,0.0,48.0,0.5,0.0,1.0,0.0,0.0,1.87,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,5.0,13.0,38.5,79.0,7.0,3.0,8.0,37.5,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,3.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,20.0,1.0,5.0,10.0,5.0,1.0,20.0,2.0,1.0,50.0,1.0,50.0,9.0,69.0,24.0,1.0,0.0,1.0,1.0,1.0,14.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1699,573,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,0,0.0,6.0,1.0,72.0,0.8,1.0,5.0,2.0,40.0,6.25,2.5,0.2,0.5,11.5,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.0,43.0,52.0,82.7,640.0,96.0,22.0,26.0,84.6,12.0,14.0,85.7,4.0,5.0,80.0,0.0,0.2,0.0,-0.2,1.0,3.0,0.0,0.0,1.0,52.0,51.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,2.0,1.0,1.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,70.0,1.0,11.0,43.0,16.0,5.0,70.0,4.0,0.0,0.0,4.0,100.0,38.0,154.0,70.0,2.0,2.0,0.0,3.0,1.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,100.0
1700,941,Pape Gueye,sn SEN,"MF,FW",Villarreal,es La Liga,25-352,1999.0,16.0,12.0,1059.0,11.8,0.0,25.0,7.0,28.0,2.12,0.59,0.0,0.0,18.6,0.0,0.0,0.0,1.5,1.5,0.06,-1.5,-1.5,416.0,528.0,78.8,7674.0,2485.0,181.0,205.0,88.3,185.0,219.0,84.5,47.0,81.0,58.0,0.0,0.5,0.8,-0.5,9.0,55.0,8.0,2.0,72.0,528.0,497.0,24.0,19.0,4.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,416.0,7.0,11.0,24.0,2.04,19.0,1.0,0.0,2.0,0.0,2.0,5.0,0.42,3.0,1.0,0.0,1.0,0.0,0.0,28.0,15.0,13.0,11.0,4.0,11.0,13.0,84.6,2.0,9.0,2.0,7.0,12.0,40.0,24.0,0.0,669.0,31.0,144.0,395.0,136.0,33.0,669.0,14.0,2.0,14.3,8.0,57.1,392.0,1834.0,956.0,18.0,16.0,5.0,23.0,11.0,473.0,42.0,5.0,1.0,1.0,19.0,31.0,4.0,8.0,12.0,15.0,0.0,0.0,0.0,58.0,13.0,12.0,52.0
1701,1473,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22-118,2002.0,20.0,12.0,1062.0,11.8,1.0,20.0,9.0,45.0,1.69,0.76,0.05,0.11,22.8,0.0,0.0,0.0,2.1,2.1,0.11,-1.1,-1.1,577.0,660.0,87.4,8955.0,2108.0,311.0,344.0,90.4,223.0,245.0,91.0,29.0,37.0,78.4,2.0,1.3,0.5,0.7,9.0,63.0,6.0,2.0,58.0,660.0,649.0,9.0,4.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,577.0,2.0,13.0,26.0,2.2,21.0,1.0,1.0,2.0,0.0,1.0,5.0,0.42,3.0,0.0,1.0,1.0,0.0,0.0,33.0,23.0,14.0,17.0,2.0,7.0,14.0,50.0,7.0,17.0,4.0,13.0,17.0,50.0,11.0,1.0,792.0,21.0,163.0,448.0,197.0,12.0,792.0,18.0,8.0,44.4,9.0,50.0,513.0,2975.0,1220.0,18.0,21.0,2.0,20.0,12.0,569.0,31.0,3.0,0.0,0.0,19.0,21.0,1.0,5.0,17.0,23.0,0.0,1.0,0.0,76.0,18.0,20.0,47.4
1702,924,Pascal Groß,de GER,"MF,DF",Dortmund,de Bundesliga,33-209,1991.0,15.0,13.0,1048.0,11.6,0.0,8.0,1.0,12.5,0.69,0.09,0.0,0.0,23.3,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,793.0,959.0,82.7,13932.0,4240.0,375.0,397.0,94.5,315.0,357.0,88.2,83.0,160.0,51.9,1.0,1.4,2.5,-0.4,27.0,48.0,12.0,5.0,73.0,959.0,832.0,123.0,32.0,1.0,7.0,88.0,37.0,54.0,24.0,18.0,3.0,793.0,4.0,13.0,41.0,3.52,22.0,17.0,0.0,1.0,1.0,0.0,4.0,0.34,4.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,5.0,12.0,3.0,6.0,20.0,30.0,14.0,14.0,2.0,12.0,3.0,23.0,11.0,1.0,1029.0,32.0,206.0,542.0,290.0,15.0,1029.0,0.0,0.0,0.0,0.0,0.0,518.0,2450.0,1155.0,18.0,25.0,1.0,4.0,3.0,728.0,48.0,4.0,1.0,0.0,11.0,7.0,0.0,88.0,3.0,12.0,0.0,1.0,0.0,48.0,8.0,16.0,33.3
1703,2210,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,28-296,1996.0,4.0,2.0,131.0,1.5,0.0,3.0,0.0,0.0,2.06,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,86.0,105.0,81.9,1700.0,513.0,33.0,35.0,94.3,39.0,45.0,86.7,13.0,22.0,59.1,0.0,0.0,0.1,0.0,0.0,7.0,1.0,1.0,6.0,105.0,88.0,17.0,1.0,0.0,1.0,8.0,14.0,2.0,1.0,0.0,0.0,86.0,0.0,1.0,3.0,2.06,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,4.0,0.0,120.0,5.0,38.0,52.0,31.0,3.0,120.0,0.0,0.0,0.0,0.0,0.0,61.0,184.0,84.0,1.0,1.0,0.0,1.0,0.0,67.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,20.0
1704,1492,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29-167,1995.0,10.0,4.0,396.0,4.4,0.0,2.0,1.0,50.0,0.45,0.23,0.0,0.0,14.4,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,126.0,161.0,78.3,1824.0,714.0,77.0,84.0,91.7,43.0,55.0,78.2,4.0,11.0,36.4,0.0,0.4,0.4,-0.4,5.0,3.0,7.0,2.0,17.0,161.0,131.0,29.0,0.0,1.0,0.0,8.0,29.0,0.0,0.0,0.0,0.0,126.0,1.0,5.0,13.0,2.95,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,1.0,2.0,6.0,33.3,4.0,4.0,1.0,3.0,3.0,8.0,12.0,0.0,207.0,18.0,53.0,73.0,85.0,6.0,207.0,11.0,5.0,45.5,4.0,36.4,112.0,741.0,360.0,12.0,7.0,2.0,6.0,10.0,119.0,31.0,2.0,0.0,0.0,4.0,3.0,1.0,8.0,3.0,2.0,0.0,0.0,0.0,19.0,1.0,4.0,20.0
1705,482,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,30-300,1994.0,15.0,7.0,734.0,8.2,1.0,10.0,1.0,10.0,1.23,0.12,0.1,1.0,18.2,0.0,0.0,0.0,0.6,0.6,0.06,0.4,0.4,285.0,353.0,80.7,4742.0,1500.0,139.0,156.0,89.1,118.0,137.0,86.1,19.0,33.0,57.6,1.0,0.7,0.3,0.3,9.0,33.0,3.0,0.0,43.0,353.0,346.0,4.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,285.0,3.0,9.0,21.0,2.57,17.0,0.0,2.0,1.0,0.0,1.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,7.0,9.0,0.0,7.0,17.0,41.2,10.0,10.0,4.0,6.0,13.0,29.0,29.0,0.0,464.0,40.0,122.0,272.0,72.0,6.0,464.0,14.0,7.0,50.0,6.0,42.9,204.0,807.0,354.0,6.0,7.0,1.0,8.0,7.0,272.0,9.0,4.0,0.0,0.0,19.0,13.0,0.0,2.0,13.0,9.0,0.0,0.0,0.0,45.0,18.0,12.0,60.0
1706,1805,Patric,es ESP,DF,Lazio,it Serie A,31-268,1993.0,8.0,5.0,585.0,6.5,1.0,2.0,1.0,50.0,0.31,0.15,0.5,1.0,5.1,0.0,0.0,0.0,1.1,1.1,0.53,-0.1,-0.1,349.0,394.0,88.6,7268.0,2126.0,98.0,106.0,92.5,205.0,212.0,96.7,43.0,68.0,63.2,0.0,0.0,0.1,0.0,1.0,22.0,1.0,1.0,28.0,394.0,379.0,12.0,11.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,349.0,3.0,0.0,10.0,1.54,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,2.0,0.0,4.0,8.0,50.0,4.0,1.0,1.0,0.0,3.0,10.0,18.0,1.0,431.0,34.0,192.0,225.0,17.0,4.0,431.0,0.0,0.0,0.0,0.0,0.0,269.0,1466.0,759.0,4.0,2.0,0.0,2.0,0.0,313.0,5.0,2.0,0.0,0.0,4.0,4.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,26.0,7.0,6.0,53.8
1707,486,Patrick Ciurria,it ITA,"MF,DF",Monza,it Serie A,29-336,1995.0,3.0,2.0,193.0,2.1,0.0,2.0,0.0,0.0,0.93,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.3,0.3,0.14,-0.3,-0.3,56.0,85.0,65.9,883.0,230.0,30.0,35.0,85.7,20.0,29.0,69.0,4.0,10.0,40.0,0.0,1.2,0.7,-1.2,4.0,2.0,1.0,1.0,4.0,85.0,68.0,14.0,5.0,1.0,1.0,12.0,5.0,4.0,0.0,2.0,0.0,56.0,3.0,3.0,7.0,3.26,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.47,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,5.0,4.0,0.0,106.0,5.0,11.0,47.0,50.0,8.0,106.0,1.0,0.0,0.0,1.0,100.0,69.0,262.0,110.0,4.0,2.0,1.0,4.0,2.0,65.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,5.0,16.7
1708,552,Patrick Cutrone,it ITA,FW,Como,it Serie A,27-007,1998.0,18.0,14.0,1244.0,13.8,5.0,43.0,17.0,39.5,3.11,1.23,0.12,0.29,16.4,0.0,0.0,1.0,4.4,3.6,0.08,0.6,1.4,208.0,296.0,70.3,2648.0,383.0,127.0,161.0,78.9,58.0,80.0,72.5,4.0,13.0,30.8,2.0,1.5,1.5,0.5,14.0,8.0,7.0,1.0,16.0,296.0,261.0,31.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,208.0,4.0,9.0,35.0,2.53,23.0,0.0,1.0,7.0,2.0,2.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,6.0,4.0,5.0,9.0,55.6,4.0,6.0,0.0,6.0,2.0,12.0,6.0,0.0,425.0,3.0,15.0,176.0,237.0,76.0,424.0,15.0,8.0,53.3,5.0,33.3,263.0,1329.0,607.0,34.0,6.0,18.0,38.0,17.0,309.0,102.0,0.0,0.0,0.0,12.0,14.0,12.0,21.0,2.0,8.0,1.0,0.0,0.0,31.0,16.0,44.0,26.7
1709,666,Patrick Dorgu,dk DEN,"FW,DF",Lecce,it Serie A,20-076,2004.0,18.0,18.0,1570.0,17.4,3.0,33.0,10.0,30.3,1.89,0.57,0.09,0.3,18.9,0.0,0.0,0.0,3.2,3.2,0.1,-0.2,-0.2,471.0,612.0,77.0,8084.0,2200.0,221.0,261.0,84.7,202.0,233.0,86.7,41.0,80.0,51.3,0.0,1.2,0.8,-1.2,12.0,36.0,16.0,6.0,43.0,612.0,524.0,88.0,11.0,2.0,7.0,32.0,76.0,1.0,0.0,0.0,0.0,471.0,0.0,23.0,44.0,2.52,26.0,0.0,4.0,4.0,9.0,1.0,5.0,0.29,3.0,0.0,0.0,1.0,1.0,0.0,35.0,21.0,15.0,16.0,4.0,18.0,35.0,51.4,17.0,19.0,3.0,16.0,15.0,50.0,36.0,2.0,842.0,46.0,208.0,371.0,282.0,45.0,842.0,39.0,12.0,30.8,21.0,53.8,471.0,3103.0,1533.0,53.0,33.0,18.0,35.0,36.0,551.0,101.0,2.0,1.0,0.0,20.0,49.0,4.0,32.0,15.0,21.0,1.0,0.0,1.0,89.0,27.0,19.0,58.7
1710,743,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29-355,1995.0,10.0,10.0,832.0,9.2,1.0,8.0,1.0,12.5,0.87,0.11,0.13,1.0,10.0,0.0,0.0,0.0,0.9,0.9,0.11,0.1,0.1,469.0,510.0,92.0,8210.0,3076.0,160.0,174.0,92.0,280.0,288.0,97.2,20.0,32.0,62.5,0.0,0.1,0.2,-0.1,3.0,10.0,0.0,0.0,25.0,510.0,490.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,0.0,3.0,8.0,0.87,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,6.0,2.0,0.0,2.0,9.0,22.2,7.0,13.0,11.0,2.0,9.0,17.0,64.0,0.0,622.0,124.0,357.0,242.0,23.0,14.0,622.0,0.0,0.0,0.0,0.0,0.0,282.0,1063.0,596.0,3.0,1.0,0.0,3.0,0.0,413.0,1.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,24.0,27.0,16.0,62.8
1711,1395,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-065,1994.0,15.0,15.0,1350.0,15.0,0.0,8.0,1.0,12.5,0.53,0.07,0.0,0.0,13.2,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5,517.0,625.0,82.7,10712.0,4845.0,136.0,163.0,83.4,313.0,356.0,87.9,65.0,93.0,69.9,0.0,0.3,0.2,-0.3,3.0,33.0,1.0,0.0,43.0,625.0,609.0,14.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,517.0,2.0,3.0,12.0,0.8,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,31.0,16.0,17.0,14.0,0.0,18.0,29.0,62.1,11.0,30.0,16.0,14.0,32.0,63.0,73.0,0.0,811.0,107.0,462.0,323.0,33.0,14.0,811.0,4.0,0.0,0.0,3.0,75.0,427.0,2376.0,1282.0,10.0,3.0,0.0,6.0,6.0,429.0,6.0,2.0,0.0,0.0,8.0,11.0,2.0,2.0,32.0,16.0,0.0,0.0,0.0,74.0,48.0,28.0,63.2
